Open Date,Close Date,Symbol,Action,Lots,Open Price,Close Price,Pips,Profit,Duration (DD:HH:MM:SS),Change %
03/03/2020 23:48,03/04/2020 03:15,GBPUSD,Sell,0.01,1.28164,1.2823200000000001,0,-0.68,0,0
03/03/2020 23:39,03/04/2020 01:00,EURUSD,Buy,0.01,1.11747,1.1175700000000002,0,0.1,0,0
03/02/2020 23:01,03/03/2020 01:00,GBPUSD,Buy,0.01,1.2763200000000001,1.27562,0,-0.7,0,0
03/02/2020 00:36,03/02/2020 00:44,EURUSD,Sell,0.01,1.10466,1.10455,0,0.11,0,0
03/02/2020 00:06,03/02/2020 00:07,EURUSD,Sell,0.01,1.1043,1.10415,0,0.15,0,0
02/28/2020 22:00,02/28/2020 23:08,EURUSD,Sell,0.01,1.10293,1.10249,0,0.44,0,0
02/27/2020 23:20,02/28/2020 00:40,GBPUSD,Buy,0.01,1.28861,1.2883200000000001,0,-0.29,0,0
02/27/2020 23:11,02/27/2020 23:20,GBPUSD,Sell,0.01,1.2894,1.2888899999999999,0,0.51,0,0
02/26/2020 00:07,02/26/2020 01:19,GBPUSD,Buy,0.01,1.29974,1.3001,0,0.36,0,0
02/25/2020 00:34,02/25/2020 00:48,GBPUSD,Sell,0.01,1.2930000000000001,1.29277,0,0.23,0,0
02/24/2020 00:15,02/24/2020 00:25,EURUSD,Buy,0.01,1.08281,1.08304,0,0.23,0,0
02/24/2020 00:05,02/24/2020 00:05,EURUSD,Buy,0.01,1.08261,1.08274,0,0.13,0,0
02/21/2020 22:12,02/24/2020 00:05,EURUSD,Buy,0.01,1.08542,1.0822100000000001,0,-3.21,0,0
02/21/2020 00:21,02/21/2020 00:37,GBPUSD,Sell,0.01,1.28839,1.2882200000000001,0,0.17,0,0
02/20/2020 23:22,02/21/2020 00:27,EURUSD,Buy,0.01,1.07865,1.0785200000000001,0,-0.13,0,0
02/20/2020 23:26,02/21/2020 00:05,GBPUSD,Buy,0.01,1.28769,1.28787,0,0.18,0,0
02/19/2020 23:00,02/20/2020 00:15,EURUSD,Sell,0.01,1.08103,1.0807200000000001,0,0.31,0,0
02/19/2020 00:55,02/19/2020 01:01,EURUSD,Sell,0.01,1.07948,1.07926,0,0.22,0,0
02/18/2020 23:35,02/19/2020 00:10,EURUSD,Buy,0.01,1.07907,1.07943,0,0.36,0,0
02/18/2020 23:02,02/18/2020 23:42,GBPUSD,Sell,0.01,1.30011,1.29985,0,0.26,0,0
02/17/2020 23:48,02/18/2020 00:19,GBPUSD,Sell,0.01,1.3003799999999999,1.30041,0,-0.03,0,0
02/17/2020 00:26,02/17/2020 00:30,EURUSD,Sell,0.01,1.08381,1.08381,0,0.0,0,0
